109,mdd-redmi1/09.marked.txt,5,54,0.08475,11,0.186
110,mdd_cannon1/06.marked.txt,3,54,0.05263,11,0.193
5,skazki/IMG_20190715_121240.marked.txt,7,91,0.07143,12,0.122
174,chudo_derevo_redmi/IMG_20190715_112922.marked.txt,6,32,0.15789,12,0.316
14,skazki/IMG_20190715_121226.marked.txt,5,85,0.05556,13,0.144
34,skazki/IMG_20190715_121611.marked.txt,11,79,0.12222,13,0.144
1,skazki/IMG_20190715_121716.marked.txt,4,97,0.0396,14,0.139
62,skazki/IMG_20190715_121740.marked.txt,10,67,0.12987,14,0.182
80,skazki/IMG_20190715_121205.marked.txt,4,61,0.06154,14,0.215
167,skazki/IMG_20190715_121019.marked.txt,26,35,0.42623,14,0.230
142,telefon/IMG_20190715_123252.marked.txt,7,43,0.14,15,0.300
140,skazki/IMG_20190715_121517.marked.txt,5,43,0.10417,15,0.313
153,telefon/IMG_20190715_123137.marked.txt,6,39,0.13333,15,0.333
155,chudo_derevo_redmi/IMG_20190715_112958.marked.txt,5,38,0.11628,15,0.349
177,chudo_derevo_redmi/IMG_20190715_113041.marked.txt,1,31,0.03125,15,0.469
92,mdd-redmi1/12.marked.txt,2,58,0.03333,16,0.267
121,mdd_cannon1/10.marked.txt,5,52,0.08772,16,0.281
152,telefon/IMG_20190715_123133.marked.txt,4,39,0.09302,16,0.372
183,telefon/IMG_20190715_123324.marked.txt,6,29,0.17143,16,0.457
16,skazki/IMG_20190715_122500.marked.txt,10,84,0.10638,18,0.191
44,skazki/IMG_20190715_122507.marked.txt,9,75,0.10714,18,0.214
137,ola/IMG_5365.marked.txt,2,43,0.04444,18,0.400
151,skazki/IMG_20190715_122516.marked.txt,7,39,0.15217,18,0.391
181,skazki/IMG_20190715_121153.marked.txt,1,30,0.03226,18,0.581
190,telefon/IMG_20190715_123123.marked.txt,4,28,0.125,18,0.563
207,skazki/IMG_20190715_121126.marked.txt,18,19,0.48649,18,0.486
73,skazki/IMG_20190715_121307.marked.txt,2,64,0.0303,19,0.288
2,skazki/IMG_20190715_121314.marked.txt,3,94,0.03093,20,0.206
64,skazki/IMG_20190715_122750.marked.txt,4,66,0.05714,20,0.286
105,mdd-redmi1/10.marked.txt,7,55,0.1129,21,0.339
116,mdd-redmi1/06.marked.txt,5,53,0.08621,21,0.362
144,ola/IMG_5366.marked.txt,2,42,0.04545,21,0.477
156,chudo_derevo_redmi/IMG_20190715_113010.marked.txt,10,38,0.20833,21,0.438
9,skazki/IMG_20190715_121608.marked.txt,10,87,0.10309,22,0.227
160,ola/IMG_5367.marked.txt,2,37,0.05128,23,0.590
163,ola/IMG_5368.marked.txt,2,36,0.05263,23,0.605
191,telefon/IMG_20190715_123241.marked.txt,7,28,0.2,23,0.657
74,skazki/IMG_20190715_122836.marked.txt,5,64,0.07246,24,0.348
115,mdd_cannon1/12.marked.txt,8,54,0.12903,24,0.387
10,skazki/IMG_20190715_121335.marked.txt,19,86,0.18095,25,0.238
128,skazki/IMG_20190715_121643.marked.txt,16,48,0.25,25,0.391
154,telefon/IMG_20190715_123148.marked.txt,2,39,0.04878,25,0.610
188,telefon/IMG_20190715_123250.marked.txt,12,29,0.29268,25,0.610
76,skazki/IMG_20190715_121956.marked.txt,3,64,0.04478,26,0.388
78,ola/IMG_5200.marked.txt,12,62,0.16216,26,0.351
173,telefon/IMG_20190715_123303.marked.txt,12,33,0.26667,26,0.578
13,skazki/IMG_20190715_121413.marked.txt,9,86,0.09474,27,0.284
161,ola/IMG_5372.marked.txt,2,37,0.05128,27,0.692
180,telefon/IMG_20190715_123336.marked.txt,12,31,0.27907,27,0.628
0,skazki/IMG_20190715_121339.marked.txt,1,98,0.0101,28,0.283
6,skazki/IMG_20190715_121400.marked.txt,7,89,0.07292,28,0.292
72,skazki/IMG_20190715_121303.marked.txt,11,64,0.14667,28,0.373
125,skazki/IMG_20190715_122434.marked.txt,3,50,0.0566,28,0.528
205,telefon/IMG_20190715_123244.marked.txt,15,21,0.41667,28,0.778
25,skazki/IMG_20190715_121218.marked.txt,7,80,0.08046,29,0.333
41,skazki/IMG_20190715_121229.marked.txt,3,75,0.03846,30,0.385
23,skazki/IMG_20190715_121351.marked.txt,3,81,0.03571,31,0.369
82,skazki/IMG_20190715_121634.marked.txt,5,61,0.07576,31,0.470
133,mdd-redmi1/11.marked.txt,9,45,0.16667,31,0.574
83,skazki/IMG_20190715_122417.marked.txt,6,60,0.09091,33,0.500
192,telefon/IMG_20190715_123312.marked.txt,19,28,0.40426,34,0.723
11,skazki/IMG_20190715_121433.marked.txt,9,86,0.09474,35,0.368
168,skazki/IMG_20190715_122846.marked.txt,10,35,0.22222,37,0.822
186,uploaded/IMG_20190731_131541.marked.txt,23,29,0.44231,38,0.731
187,chudo_derevo_redmi/IMG_20190715_113023.marked.txt,6,29,0.17143,38,1.086
19,skazki/IMG_20190715_121327.marked.txt,5,82,0.05747,40,0.460
178,telefon/IMG_20190715_123522.marked.txt,7,31,0.18421,40,1.053
18,skazki/IMG_20190715_121423.marked.txt,8,83,0.08791,42,0.462
36,skazki/IMG_20190715_121101.marked.txt,21,78,0.21212,42,0.424
197,chudo_derevo_redmi/IMG_20190715_113037.marked.txt,3,25,0.10714,43,1.536
40,skazki/IMG_20190715_122518.marked.txt,6,77,0.07229,44,0.530
139,ola/IMG_5373.marked.txt,0,43,0,44,1.023
169,skazki/IMG_20190715_121542.marked.txt,10,34,0.22727,44,1.000
48,skazki/IMG_20190715_121114.marked.txt,39,73,0.34821,47,0.420
69,skazki/IMG_20190715_122405.marked.txt,17,65,0.20732,47,0.573
77,skazki/IMG_20190715_122409.marked.txt,7,64,0.09859,50,0.704
138,ola/IMG_5369.marked.txt,1,43,0.02273,50,1.136
203,telefon/IMG_20190715_123443.marked.txt,16,22,0.42105,52,1.368
88,skazki/IMG_20190715_122849.marked.txt,5,59,0.07812,53,0.828
185,telefon/IMG_20190715_123504.marked.txt,8,29,0.21622,53,1.432
200,telefon/IMG_20190715_123426.marked.txt,5,23,0.17857,53,1.893
202,skazki/IMG_20190715_122928.marked.txt,7,22,0.24138,54,1.862
99,skazki/IMG_20190715_122809.marked.txt,14,56,0.2,55,0.786
4,skazki/IMG_20190715_121048.marked.txt,23,92,0.2,57,0.496
37,skazki/IMG_20190715_121251.marked.txt,8,78,0.09302,57,0.663
198,telefon/IMG_20190715_123230.marked.txt,7,24,0.22581,57,1.839
22,skazki/IMG_20190715_122504.marked.txt,13,81,0.1383,58,0.617
149,skazki/IMG_20190715_122829.marked.txt,5,40,0.11111,60,1.333
47,skazki/IMG_20190715_122816.marked.txt,16,74,0.17778,63,0.700
206,telefon/IMG_20190715_123542.marked.txt,11,20,0.35484,66,2.129
126,skazki/IMG_20190715_122803.marked.txt,10,49,0.16949,69,1.169
33,skazki/IMG_20190715_121426.marked.txt,22,79,0.21782,70,0.693
65,skazki/IMG_20190715_122826.marked.txt,15,66,0.18519,70,0.864
3,skazki/IMG_20190715_121058.marked.txt,31,93,0.25,76,0.613
71,skazki/IMG_20190715_122753.marked.txt,4,65,0.05797,76,1.101
67,skazki/IMG_20190715_122759.marked.txt,15,66,0.18519,77,0.951
79,skazki/IMG_20190715_122901.marked.txt,16,62,0.20513,77,0.987
131,skazki/IMG_20190715_122839.marked.txt,8,47,0.14545,78,1.418
136,skazki/IMG_20190715_122904.marked.txt,8,44,0.15385,81,1.558
55,skazki/IMG_20190715_122909.marked.txt,20,70,0.22222,85,0.944
38,skazki/IMG_20190715_121436.marked.txt,31,78,0.2844,87,0.798
70,skazki/IMG_20190715_122742.marked.txt,6,65,0.08451,101,1.423
81,skazki/IMG_20190715_122854.marked.txt,13,61,0.17568,102,1.378
162,uploaded/15662143454241346711394.marked.txt,16,37,0.30189,108,2.038
127,skazki/IMG_20190715_122857.marked.txt,10,49,0.16949,109,1.847
54,skazki/IMG_20190715_122232.marked.txt,17,70,0.1954,112,1.287
100,skazki/IMG_20190715_122819.marked.txt,16,56,0.22222,116,1.611
117,skazki/IMG_20190715_122812.marked.txt,16,53,0.23188,123,1.783
89,skazki/IMG_20190715_122913.marked.txt,15,59,0.2027,126,1.703
141,skazki/IMG_20190715_122325.marked.txt,13,43,0.23214,132,2.357
98,skazki/IMG_20190715_122217.marked.txt,20,56,0.26316,153,2.013
,filename,errors count,good words count,metric,Levenshtein,
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
,,,,,,#DIV/0!
